Date,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity ,Min_Humidity ,Max_Sea_Level_Pressure_In ,Mean_Sea_Level_Pressure_In ,Min_Sea_Level_Pressure_In ,Max_Visibility_Miles ,Mean_Visibility_Miles ,Min_Visibility_Miles ,Max_Wind_Speed_MPH ,Mean_Wind_Speed_MPH ,Max_Gust_Speed_MPH,Precipitation_In ,Cloud_Cover ,Events,Wind_Dir_Degrees,landmark
12/17/2013,61.0,51.0,41.0,41,37,34,79,59,39,30.19,30.12,30.06,10,6,3,7,1,8.0,0,0,,346,Palo Alto
12/18/2013,58.0,51.0,43.0,46,42,39,86,72,57,30.04,29.93,29.82,10,8,6,10,2,26.0,0,0,,324,Palo Alto
12/19/2013,59.0,52.0,44.0,43,36,22,92,64,36,29.96,29.84,29.76,10,10,10,17,5,26.0,0,1,,287,Palo Alto
12/20/2013,61.0,50.0,38.0,28,19,4,54,32,10,30.04,30.0,29.96,10,10,10,9,1,10.0,0,0,,340,Palo Alto
12/21/2013,60.0,49.0,37.0,47,38,26,93,73,53,30.1,30.04,30.0,10,10,10,15,3,18.0,0,0,,358,Palo Alto
12/22/2013,68.0,53.0,37.0,45,38,33,100,64,27,30.3,30.21,30.11,10,8,0,8,1,13.0,0,1,Fog,316,Palo Alto
12/23/2013,62.0,51.0,40.0,43,39,35,85,66,46,30.4,30.36,30.31,10,10,7,8,2,12.0,0,0,,329,Palo Alto
12/24/2013,71.0,56.0,40.0,42,38,35,86,59,31,30.36,30.28,30.22,10,9,7,9,2,12.0,0,0,,292,Palo Alto
12/25/2013,65.0,52.0,38.0,42,38,35,85,61,37,30.31,30.26,30.21,10,10,10,7,1,9.0,0,0,,314,Palo Alto
12/26/2013,68.0,53.0,37.0,43,38,34,85,60,34,30.28,30.23,30.18,10,10,8,7,1,8.0,0,0,,335,Palo Alto
12/27/2013,59.0,49.0,39.0,42,38,34,85,68,51,30.25,30.2,30.14,10,8,5,8,1,10.0,0,0,,350,Palo Alto
12/28/2013,67.0,52.0,36.0,42,35,30,92,60,28,30.17,30.11,30.05,10,9,6,9,2,12.0,0,0,,331,Palo Alto
12/29/2013,68.0,55.0,41.0,32,26,19,62,39,16,30.19,30.14,30.11,10,10,10,10,2,16.0,0,0,,299,Palo Alto
12/30/2013,63.0,50.0,37.0,36,33,28,70,49,27,30.27,30.24,30.2,10,10,8,8,1,9.0,0,0,,343,Palo Alto
