title,genre,userId,rating,year
Shutter Island (2010),Drama,317,4.0,(2010)
Shutter Island (2010),Drama,318,4.5,(2010)
Shutter Island (2010),Drama,326,4.5,(2010)
Shutter Island (2010),Drama,334,2.5,(2010)
Shutter Island (2010),Drama,339,5.0,(2010)
Shutter Island (2010),Drama,341,5.0,(2010)
Shutter Island (2010),Drama,352,5.0,(2010)
Shutter Island (2010),Drama,357,4.0,(2010)
Shutter Island (2010),Drama,378,4.5,(2010)
Shutter Island (2010),Drama,393,0.5,(2010)
Shutter Island (2010),Drama,417,5.0,(2010)
Shutter Island (2010),Drama,418,4.0,(2010)
Shutter Island (2010),Drama,424,5.0,(2010)
Shutter Island (2010),Drama,432,4.5,(2010)
Shutter Island (2010),Drama,433,3.0,(2010)
Shutter Island (2010),Drama,434,4.5,(2010)
Shutter Island (2010),Drama,435,4.5,(2010)
Shutter Island (2010),Drama,445,4.5,(2010)
Shutter Island (2010),Drama,448,4.0,(2010)
Shutter Island (2010),Drama,459,4.5,(2010)
Shutter Island (2010),Drama,461,4.0,(2010)
Shutter Island (2010),Drama,466,4.5,(2010)
Shutter Island (2010),Drama,477,5.0,(2010)
Shutter Island (2010),Drama,484,2.5,(2010)
Shutter Island (2010),Drama,490,3.5,(2010)
Shutter Island (2010),Drama,495,4.5,(2010)
Shutter Island (2010),Drama,514,4.0,(2010)
Shutter Island (2010),Drama,523,5.0,(2010)
Shutter Island (2010),Drama,560,3.5,(2010)
Shutter Island (2010),Drama,561,3.0,(2010)
Shutter Island (2010),Drama,573,4.5,(2010)
Shutter Island (2010),Drama,582,4.0,(2010)
Shutter Island (2010),Drama,585,5.0,(2010)
Shutter Island (2010),Drama,586,3.0,(2010)
Shutter Island (2010),Drama,596,3.5,(2010)
Shutter Island (2010),Drama,601,4.5,(2010)
Shutter Island (2010),Drama,610,4.5,(2010)
Cop Out (2010),Action,111,5.0,(2010)
Cop Out (2010),Action,274,2.5,(2010)
Cop Out (2010),Action,298,0.5,(2010)
Cop Out (2010),Action,448,1.5,(2010)
Cop Out (2010),Action,548,3.0,(2010)
"Ghost Writer, The (2010)",Drama,317,4.0,(2010)
"Ghost Writer, The (2010)",Drama,318,4.0,(2010)
"Ghost Writer, The (2010)",Drama,351,3.0,(2010)
"Ghost Writer, The (2010)",Drama,380,3.5,(2010)
"Ghost Writer, The (2010)",Drama,425,3.0,(2010)
"Ghost Writer, The (2010)",Drama,462,4.5,(2010)
"Ghost Writer, The (2010)",Drama,483,4.5,(2010)
"Spy Next Door, The (2010)",Action,464,2.0,(2010)
"Crazies, The (2010)",Action,274,3.5,(2010)
"Crazies, The (2010)",Action,339,5.0,(2010)
"Crazies, The (2010)",Action,365,1.5,(2010)
"Crazies, The (2010)",Action,505,3.5,(2010)
Dear John (2010),Drama,563,3.5,(2010)
Tooth Fairy (2010),Comedy,89,2.5,(2010)
Tooth Fairy (2010),Comedy,103,2.0,(2010)
Tooth Fairy (2010),Comedy,249,2.0,(2010)
Green Zone (2010),Action,88,4.0,(2010)
Green Zone (2010),Action,177,3.5,(2010)
Green Zone (2010),Action,212,3.0,(2010)
Green Zone (2010),Action,249,3.5,(2010)
Green Zone (2010),Action,274,3.5,(2010)
Green Zone (2010),Action,305,4.0,(2010)
Green Zone (2010),Action,318,4.0,(2010)
Green Zone (2010),Action,448,3.0,(2010)
Green Zone (2010),Action,610,3.0,(2010)
From Paris with Love (2010),Action,274,3.0,(2010)
From Paris with Love (2010),Action,599,2.0,(2010)
Greenberg (2010),Comedy,298,2.5,(2010)
Greenberg (2010),Comedy,448,2.0,(2010)
Greenberg (2010),Comedy,599,2.5,(2010)
She's Out of My League (2010),Comedy,68,5.0,(2010)
She's Out of My League (2010),Comedy,89,3.0,(2010)
She's Out of My League (2010),Comedy,111,3.5,(2010)
She's Out of My League (2010),Comedy,159,4.0,(2010)
She's Out of My League (2010),Comedy,249,4.0,(2010)
She's Out of My League (2010),Comedy,298,0.5,(2010)
She's Out of My League (2010),Comedy,490,1.0,(2010)
She's Out of My League (2010),Comedy,564,4.0,(2010)
She's Out of My League (2010),Comedy,601,4.0,(2010)
Remember Me (2010),Drama,105,4.0,(2010)
Frozen (2010),Drama,80,3.0,(2010)
Frozen (2010),Drama,610,3.5,(2010)
Our Family Wedding (2010),Comedy,448,1.5,(2010)
"Bounty Hunter, The (2010)",Action,73,3.0,(2010)
"Bounty Hunter, The (2010)",Action,111,3.0,(2010)
"Bounty Hunter, The (2010)",Action,306,3.0,(2010)
"Bounty Hunter, The (2010)",Action,448,2.0,(2010)
"Bounty Hunter, The (2010)",Action,528,2.5,(2010)
"Bounty Hunter, The (2010)",Action,563,3.0,(2010)
Repo Men (2010),Action,125,4.5,(2010)
Repo Men (2010),Action,249,3.5,(2010)
Repo Men (2010),Action,274,3.5,(2010)
Repo Men (2010),Action,339,4.5,(2010)
Repo Men (2010),Action,380,3.0,(2010)
Repo Men (2010),Action,599,2.0,(2010)
Hot Tub Time Machine (2010),Comedy,18,3.0,(2010)
Hot Tub Time Machine (2010),Comedy,111,4.5,(2010)
Hot Tub Time Machine (2010),Comedy,125,3.5,(2010)
Hot Tub Time Machine (2010),Comedy,249,3.5,(2010)
Hot Tub Time Machine (2010),Comedy,274,3.5,(2010)
Hot Tub Time Machine (2010),Comedy,298,3.0,(2010)
Hot Tub Time Machine (2010),Comedy,317,2.0,(2010)
Hot Tub Time Machine (2010),Comedy,318,3.5,(2010)
Hot Tub Time Machine (2010),Comedy,365,4.0,(2010)
Hot Tub Time Machine (2010),Comedy,414,3.5,(2010)
Hot Tub Time Machine (2010),Comedy,448,2.0,(2010)
Hot Tub Time Machine (2010),Comedy,462,4.0,(2010)
Hot Tub Time Machine (2010),Comedy,483,4.0,(2010)
Hot Tub Time Machine (2010),Comedy,599,2.0,(2010)
Hot Tub Time Machine (2010),Comedy,610,3.5,(2010)
Clash of the Titans (2010),Action,18,2.5,(2010)
Clash of the Titans (2010),Action,106,3.0,(2010)
Clash of the Titans (2010),Action,249,3.0,(2010)
Clash of the Titans (2010),Action,274,3.0,(2010)
Clash of the Titans (2010),Action,298,1.0,(2010)
Clash of the Titans (2010),Action,318,2.5,(2010)
Clash of the Titans (2010),Action,352,2.0,(2010)
Clash of the Titans (2010),Action,380,3.0,(2010)
Clash of the Titans (2010),Action,448,1.0,(2010)
Clash of the Titans (2010),Action,534,4.0,(2010)
Clash of the Titans (2010),Action,561,2.0,(2010)
Clash of the Titans (2010),Action,567,0.5,(2010)
Clash of the Titans (2010),Action,605,2.5,(2010)
Kick-Ass (2010),Action,18,4.5,(2010)
Kick-Ass (2010),Action,21,2.5,(2010)
Kick-Ass (2010),Action,68,4.0,(2010)
Kick-Ass (2010),Action,80,4.0,(2010)
Kick-Ass (2010),Action,83,3.5,(2010)
Kick-Ass (2010),Action,104,4.0,(2010)
Kick-Ass (2010),Action,105,3.0,(2010)
Kick-Ass (2010),Action,111,3.5,(2010)
Kick-Ass (2010),Action,122,4.0,(2010)
Kick-Ass (2010),Action,125,4.0,(2010)
Kick-Ass (2010),Action,177,3.0,(2010)
Kick-Ass (2010),Action,204,4.5,(2010)
Kick-Ass (2010),Action,212,3.5,(2010)
Kick-Ass (2010),Action,213,4.5,(2010)
Kick-Ass (2010),Action,232,4.5,(2010)
Kick-Ass (2010),Action,249,4.5,(2010)
Kick-Ass (2010),Action,274,4.0,(2010)
Kick-Ass (2010),Action,298,2.0,(2010)
Kick-Ass (2010),Action,305,4.5,(2010)
Kick-Ass (2010),Action,317,3.0,(2010)
Kick-Ass (2010),Action,318,4.0,(2010)
Kick-Ass (2010),Action,332,3.0,(2010)
Kick-Ass (2010),Action,380,4.0,(2010)
Kick-Ass (2010),Action,393,0.5,(2010)
Kick-Ass (2010),Action,405,4.0,(2010)
Kick-Ass (2010),Action,408,3.5,(2010)
Kick-Ass (2010),Action,414,4.0,(2010)
Kick-Ass (2010),Action,425,3.5,(2010)
Kick-Ass (2010),Action,448,4.0,(2010)
Kick-Ass (2010),Action,477,4.5,(2010)
Kick-Ass (2010),Action,483,4.0,(2010)
Kick-Ass (2010),Action,484,4.0,(2010)
Kick-Ass (2010),Action,490,3.0,(2010)
Kick-Ass (2010),Action,525,3.5,(2010)
Kick-Ass (2010),Action,534,4.5,(2010)
Kick-Ass (2010),Action,560,3.5,(2010)
Kick-Ass (2010),Action,561,3.0,(2010)
Kick-Ass (2010),Action,573,4.5,(2010)
Kick-Ass (2010),Action,578,4.5,(2010)
Kick-Ass (2010),Action,582,2.5,(2010)
Kick-Ass (2010),Action,596,3.5,(2010)
Kick-Ass (2010),Action,599,3.0,(2010)
Kick-Ass (2010),Action,610,3.5,(2010)
Date Night (2010),Action,73,3.5,(2010)
Date Night (2010),Action,89,3.5,(2010)
Date Night (2010),Action,111,3.0,(2010)
Date Night (2010),Action,125,2.5,(2010)
Date Night (2010),Action,177,2.5,(2010)
Date Night (2010),Action,274,3.0,(2010)
Date Night (2010),Action,306,3.5,(2010)
Date Night (2010),Action,382,3.5,(2010)
Date Night (2010),Action,484,4.0,(2010)
Date Night (2010),Action,534,4.0,(2010)
Date Night (2010),Action,564,3.5,(2010)
"Runaways, The (2010)",Drama,414,3.5,(2010)
Death at a Funeral (2010),Comedy,318,4.0,(2010)
Death at a Funeral (2010),Comedy,448,2.5,(2010)
"Losers, The (2010)",Action,274,3.0,(2010)
"Losers, The (2010)",Action,414,3.5,(2010)
"Losers, The (2010)",Action,610,2.5,(2010)
"Last Song, The (2010)",Drama,563,3.5,(2010)
Cyrus (2010),Comedy,448,2.5,(2010)
Exit Through the Gift Shop (2010),Comedy,2,3.0,(2010)
Exit Through the Gift Shop (2010),Comedy,17,3.5,(2010)
Exit Through the Gift Shop (2010),Comedy,63,5.0,(2010)
Exit Through the Gift Shop (2010),Comedy,76,3.5,(2010)
Exit Through the Gift Shop (2010),Comedy,105,5.0,(2010)
Exit Through the Gift Shop (2010),Comedy,152,4.0,(2010)
Exit Through the Gift Shop (2010),Comedy,274,3.5,(2010)
Exit Through the Gift Shop (2010),Comedy,318,4.5,(2010)
Exit Through the Gift Shop (2010),Comedy,414,4.5,(2010)
Exit Through the Gift Shop (2010),Comedy,462,4.0,(2010)
Exit Through the Gift Shop (2010),Comedy,477,4.5,(2010)
Exit Through the Gift Shop (2010),Comedy,522,4.0,(2010)
Exit Through the Gift Shop (2010),Comedy,599,3.5,(2010)
Iron Man 2 (2010),Action,18,4.0,(2010)
Iron Man 2 (2010),Action,21,4.0,(2010)
Iron Man 2 (2010),Action,62,3.5,(2010)
Iron Man 2 (2010),Action,63,2.5,(2010)
Iron Man 2 (2010),Action,68,4.0,(2010)
Iron Man 2 (2010),Action,80,4.5,(2010)
Iron Man 2 (2010),Action,103,0.5,(2010)
Iron Man 2 (2010),Action,105,3.5,(2010)
Iron Man 2 (2010),Action,122,4.0,(2010)
Iron Man 2 (2010),Action,139,1.5,(2010)
Iron Man 2 (2010),Action,154,4.0,(2010)
Iron Man 2 (2010),Action,177,3.5,(2010)
Iron Man 2 (2010),Action,184,3.0,(2010)
Iron Man 2 (2010),Action,205,4.0,(2010)
Iron Man 2 (2010),Action,210,4.5,(2010)
Iron Man 2 (2010),Action,211,3.5,(2010)
Iron Man 2 (2010),Action,212,3.0,(2010)
Iron Man 2 (2010),Action,249,3.5,(2010)
Iron Man 2 (2010),Action,274,3.0,(2010)
Iron Man 2 (2010),Action,291,4.0,(2010)
Iron Man 2 (2010),Action,292,4.5,(2010)
Iron Man 2 (2010),Action,298,3.5,(2010)
Iron Man 2 (2010),Action,317,3.0,(2010)
Iron Man 2 (2010),Action,318,3.0,(2010)
Iron Man 2 (2010),Action,332,4.0,(2010)
Iron Man 2 (2010),Action,380,4.0,(2010)
Iron Man 2 (2010),Action,382,4.0,(2010)
Iron Man 2 (2010),Action,393,4.0,(2010)
Iron Man 2 (2010),Action,414,3.5,(2010)
Iron Man 2 (2010),Action,448,3.0,(2010)
Iron Man 2 (2010),Action,464,3.0,(2010)
Iron Man 2 (2010),Action,466,4.0,(2010)
Iron Man 2 (2010),Action,475,4.0,(2010)
Iron Man 2 (2010),Action,477,4.0,(2010)
Iron Man 2 (2010),Action,489,4.0,(2010)
Iron Man 2 (2010),Action,509,3.5,(2010)
Iron Man 2 (2010),Action,522,4.0,(2010)
Iron Man 2 (2010),Action,534,3.5,(2010)
Iron Man 2 (2010),Action,550,4.0,(2010)
Iron Man 2 (2010),Action,551,4.0,(2010)
Iron Man 2 (2010),Action,561,3.0,(2010)
Iron Man 2 (2010),Action,567,2.0,(2010)
Iron Man 2 (2010),Action,582,2.5,(2010)
Iron Man 2 (2010),Action,586,5.0,(2010)
Iron Man 2 (2010),Action,596,3.0,(2010)
Iron Man 2 (2010),Action,599,3.5,(2010)
Iron Man 2 (2010),Action,610,3.5,(2010)
MacGruber (2010),Action,249,3.0,(2010)
Four Lions (2010),Comedy,63,5.0,(2010)
Four Lions (2010),Comedy,212,4.0,(2010)
Four Lions (2010),Comedy,318,4.0,(2010)
Four Lions (2010),Comedy,599,2.5,(2010)
Four Lions (2010),Comedy,610,4.5,(2010)
Robin Hood (2010),Action,122,3.5,(2010)
Robin Hood (2010),Action,318,3.0,(2010)
Robin Hood (2010),Action,380,2.0,(2010)
Robin Hood (2010),Action,432,4.5,(2010)
Robin Hood (2010),Action,448,2.0,(2010)
Robin Hood (2010),Action,534,4.0,(2010)
Cemetery Junction (2010),Comedy,448,3.5,(2010)
Blue Valentine (2010),Drama,249,3.5,(2010)
Blue Valentine (2010),Drama,298,0.5,(2010)
Blue Valentine (2010),Drama,351,3.5,(2010)
Blue Valentine (2010),Drama,432,2.5,(2010)
Blue Valentine (2010),Drama,610,4.0,(2010)
Killers (2010),Action,274,3.0,(2010)
Killers (2010),Action,448,1.5,(2010)
Prince of Persia: The Sands of Time (2010),Action,62,3.5,(2010)
Prince of Persia: The Sands of Time (2010),Action,233,1.5,(2010)
Prince of Persia: The Sands of Time (2010),Action,249,3.0,(2010)
Prince of Persia: The Sands of Time (2010),Action,318,2.5,(2010)
Prince of Persia: The Sands of Time (2010),Action,380,4.0,(2010)
Prince of Persia: The Sands of Time (2010),Action,381,3.0,(2010)
Prince of Persia: The Sands of Time (2010),Action,448,1.0,(2010)
Prince of Persia: The Sands of Time (2010),Action,464,2.5,(2010)
Prince of Persia: The Sands of Time (2010),Action,509,4.0,(2010)
Prince of Persia: The Sands of Time (2010),Action,556,4.0,(2010)
Prince of Persia: The Sands of Time (2010),Action,561,3.0,(2010)
Prince of Persia: The Sands of Time (2010),Action,599,2.0,(2010)
Prince of Persia: The Sands of Time (2010),Action,605,3.5,(2010)
Please Give (2010),Comedy,448,3.5,(2010)
Sex and the City 2 (2010),Comedy,111,1.5,(2010)
Sex and the City 2 (2010),Comedy,489,0.5,(2010)
Get Him to the Greek (2010),Comedy,111,5.0,(2010)
Get Him to the Greek (2010),Comedy,122,4.0,(2010)
Get Him to the Greek (2010),Comedy,232,3.5,(2010)
Get Him to the Greek (2010),Comedy,249,3.5,(2010)
Get Him to the Greek (2010),Comedy,298,3.5,(2010)
Get Him to the Greek (2010),Comedy,318,3.5,(2010)
Get Him to the Greek (2010),Comedy,365,3.0,(2010)
Get Him to the Greek (2010),Comedy,495,4.5,(2010)
Get Him to the Greek (2010),Comedy,509,1.5,(2010)
Get Him to the Greek (2010),Comedy,560,3.5,(2010)
Unthinkable (2010),Drama,125,3.0,(2010)
"Back-up Plan, The (2010)",Comedy,563,3.0,(2010)
Letters to Juliet (2010),Drama,143,1.0,(2010)
Letters to Juliet (2010),Drama,563,3.5,(2010)
Letters to Juliet (2010),Drama,578,4.0,(2010)
Jonah Hex (2010),Action,68,2.0,(2010)
Jonah Hex (2010),Action,380,2.0,(2010)
Jonah Hex (2010),Action,414,1.5,(2010)
Jonah Hex (2010),Action,448,2.0,(2010)
"A-Team, The (2010)",Action,18,3.0,(2010)
"A-Team, The (2010)",Action,21,3.5,(2010)
"A-Team, The (2010)",Action,89,4.0,(2010)
"A-Team, The (2010)",Action,103,2.5,(2010)
"A-Team, The (2010)",Action,119,3.5,(2010)
"A-Team, The (2010)",Action,222,2.5,(2010)
"A-Team, The (2010)",Action,232,4.0,(2010)
"A-Team, The (2010)",Action,237,2.0,(2010)
"A-Team, The (2010)",Action,249,3.0,(2010)
"A-Team, The (2010)",Action,274,3.5,(2010)
"A-Team, The (2010)",Action,292,3.0,(2010)
"A-Team, The (2010)",Action,305,3.0,(2010)
"A-Team, The (2010)",Action,380,4.0,(2010)
"A-Team, The (2010)",Action,448,2.5,(2010)
"A-Team, The (2010)",Action,534,4.0,(2010)
"A-Team, The (2010)",Action,561,3.0,(2010)
"A-Team, The (2010)",Action,610,2.5,(2010)
Winter's Bone (2010),Drama,177,3.0,(2010)
Winter's Bone (2010),Drama,274,3.5,(2010)
Winter's Bone (2010),Drama,298,2.5,(2010)
Winter's Bone (2010),Drama,317,3.0,(2010)
Winter's Bone (2010),Drama,414,4.5,(2010)
Winter's Bone (2010),Drama,443,4.0,(2010)
Winter's Bone (2010),Drama,462,4.5,(2010)
Winter's Bone (2010),Drama,495,2.5,(2010)
"Last Airbender, The (2010)",Action,232,2.0,(2010)
"Last Airbender, The (2010)",Action,292,3.5,(2010)
"Last Airbender, The (2010)",Action,381,2.5,(2010)
"Last Airbender, The (2010)",Action,448,1.0,(2010)
"Last Airbender, The (2010)",Action,534,1.5,(2010)
"Last Airbender, The (2010)",Action,567,1.0,(2010)
Predators (2010),Action,68,3.5,(2010)
Predators (2010),Action,249,3.5,(2010)
Predators (2010),Action,274,3.5,(2010)
Predators (2010),Action,318,2.5,(2010)
Predators (2010),Action,365,3.5,(2010)
Predators (2010),Action,380,4.0,(2010)
Predators (2010),Action,489,3.5,(2010)
Predators (2010),Action,561,3.0,(2010)
Predators (2010),Action,599,2.5,(2010)
Predators (2010),Action,610,3.5,(2010)
Inception (2010),Action,2,4.0,(2010)
Inception (2010),Action,15,3.5,(2010)
Inception (2010),Action,16,3.0,(2010)
Inception (2010),Action,17,4.5,(2010)
Inception (2010),Action,18,4.5,(2010)
Inception (2010),Action,21,3.5,(2010)
Inception (2010),Action,24,4.0,(2010)
Inception (2010),Action,25,5.0,(2010)
Inception (2010),Action,30,5.0,(2010)
Inception (2010),Action,41,0.5,(2010)
Inception (2010),Action,49,4.5,(2010)
Inception (2010),Action,50,2.5,(2010)
Inception (2010),Action,52,5.0,(2010)
Inception (2010),Action,62,5.0,(2010)
Inception (2010),Action,63,3.5,(2010)
Inception (2010),Action,65,4.5,(2010)
Inception (2010),Action,67,4.0,(2010)
Inception (2010),Action,68,5.0,(2010)
Inception (2010),Action,73,2.5,(2010)
Inception (2010),Action,76,4.0,(2010)
Inception (2010),Action,77,2.5,(2010)
Inception (2010),Action,80,4.5,(2010)
Inception (2010),Action,83,5.0,(2010)
Inception (2010),Action,86,4.0,(2010)
Inception (2010),Action,88,4.5,(2010)
Inception (2010),Action,98,4.0,(2010)
Inception (2010),Action,103,4.5,(2010)
Inception (2010),Action,105,5.0,(2010)
Inception (2010),Action,111,4.5,(2010)
Inception (2010),Action,112,4.5,(2010)
Inception (2010),Action,119,4.0,(2010)
Inception (2010),Action,122,4.5,(2010)
Inception (2010),Action,123,4.0,(2010)
Inception (2010),Action,125,4.0,(2010)
Inception (2010),Action,131,4.0,(2010)
Inception (2010),Action,132,3.0,(2010)
Inception (2010),Action,139,2.0,(2010)
Inception (2010),Action,143,2.0,(2010)
Inception (2010),Action,148,1.5,(2010)
Inception (2010),Action,152,3.5,(2010)
Inception (2010),Action,154,5.0,(2010)
Inception (2010),Action,177,5.0,(2010)
Inception (2010),Action,184,4.5,(2010)
Inception (2010),Action,189,4.5,(2010)
Inception (2010),Action,190,4.0,(2010)
Inception (2010),Action,209,5.0,(2010)
Inception (2010),Action,211,4.5,(2010)
Inception (2010),Action,212,3.5,(2010)
Inception (2010),Action,222,3.5,(2010)
Inception (2010),Action,227,3.5,(2010)
Inception (2010),Action,232,5.0,(2010)
Inception (2010),Action,233,3.5,(2010)
Inception (2010),Action,246,5.0,(2010)
Inception (2010),Action,247,4.0,(2010)
Inception (2010),Action,249,5.0,(2010)
Inception (2010),Action,252,3.5,(2010)
Inception (2010),Action,261,4.5,(2010)
Inception (2010),Action,274,5.0,(2010)
Inception (2010),Action,279,4.0,(2010)
Inception (2010),Action,280,4.0,(2010)
Inception (2010),Action,282,4.5,(2010)
Inception (2010),Action,292,3.0,(2010)
Inception (2010),Action,295,5.0,(2010)
Inception (2010),Action,296,5.0,(2010)
Inception (2010),Action,298,3.5,(2010)
Inception (2010),Action,300,4.0,(2010)
Inception (2010),Action,305,5.0,(2010)
Inception (2010),Action,308,1.0,(2010)
Inception (2010),Action,317,4.0,(2010)
Inception (2010),Action,318,4.0,(2010)
Inception (2010),Action,319,5.0,(2010)
Inception (2010),Action,326,4.5,(2010)
Inception (2010),Action,328,1.5,(2010)
Inception (2010),Action,330,5.0,(2010)
Inception (2010),Action,331,4.0,(2010)
Inception (2010),Action,332,4.0,(2010)
Inception (2010),Action,339,5.0,(2010)
Inception (2010),Action,348,5.0,(2010)
Inception (2010),Action,351,4.0,(2010)
Inception (2010),Action,352,5.0,(2010)
Inception (2010),Action,357,4.0,(2010)
Inception (2010),Action,362,4.0,(2010)
Inception (2010),Action,365,1.5,(2010)
Inception (2010),Action,366,4.0,(2010)
Inception (2010),Action,376,4.0,(2010)
Inception (2010),Action,378,5.0,(2010)
Inception (2010),Action,380,5.0,(2010)
Inception (2010),Action,382,5.0,(2010)
Inception (2010),Action,393,5.0,(2010)
Inception (2010),Action,398,3.0,(2010)
Inception (2010),Action,400,5.0,(2010)
Inception (2010),Action,405,4.5,(2010)
Inception (2010),Action,408,3.5,(2010)
Inception (2010),Action,414,5.0,(2010)
Inception (2010),Action,415,4.0,(2010)
Inception (2010),Action,417,4.5,(2010)
Inception (2010),Action,418,4.0,(2010)
Inception (2010),Action,424,2.5,(2010)
Inception (2010),Action,425,4.5,(2010)
Inception (2010),Action,432,4.5,(2010)
Inception (2010),Action,433,3.0,(2010)
Inception (2010),Action,435,4.5,(2010)
Inception (2010),Action,443,1.0,(2010)
Inception (2010),Action,445,4.5,(2010)
Inception (2010),Action,448,4.0,(2010)
Inception (2010),Action,459,4.5,(2010)
Inception (2010),Action,460,4.5,(2010)
Inception (2010),Action,464,5.0,(2010)
Inception (2010),Action,466,4.0,(2010)
Inception (2010),Action,471,4.0,(2010)
Inception (2010),Action,477,4.5,(2010)
Inception (2010),Action,483,5.0,(2010)
Inception (2010),Action,487,2.5,(2010)
Inception (2010),Action,489,4.5,(2010)
Inception (2010),Action,490,4.0,(2010)
Inception (2010),Action,495,5.0,(2010)
Inception (2010),Action,497,2.0,(2010)
Inception (2010),Action,503,3.5,(2010)
Inception (2010),Action,509,3.5,(2010)
Inception (2010),Action,511,5.0,(2010)
Inception (2010),Action,514,4.0,(2010)
Inception (2010),Action,515,5.0,(2010)
Inception (2010),Action,522,5.0,(2010)
Inception (2010),Action,525,4.0,(2010)
Inception (2010),Action,533,4.0,(2010)
Inception (2010),Action,534,4.5,(2010)
Inception (2010),Action,537,5.0,(2010)
Inception (2010),Action,549,5.0,(2010)
Inception (2010),Action,550,5.0,(2010)
Inception (2010),Action,551,4.0,(2010)
Inception (2010),Action,560,4.0,(2010)
Inception (2010),Action,561,3.5,(2010)
Inception (2010),Action,562,3.0,(2010)
Inception (2010),Action,567,3.0,(2010)
Inception (2010),Action,573,5.0,(2010)
Inception (2010),Action,581,4.5,(2010)
Inception (2010),Action,582,5.0,(2010)
Inception (2010),Action,585,4.0,(2010)
Inception (2010),Action,596,4.0,(2010)
Inception (2010),Action,598,5.0,(2010)
Inception (2010),Action,599,3.0,(2010)
Inception (2010),Action,601,5.0,(2010)
Inception (2010),Action,610,4.0,(2010)
Grown Ups (2010),Comedy,21,2.0,(2010)
Grown Ups (2010),Comedy,103,3.5,(2010)
Grown Ups (2010),Comedy,111,5.0,(2010)
Grown Ups (2010),Comedy,249,3.0,(2010)
Grown Ups (2010),Comedy,298,2.5,(2010)
